Name,ID,Type
Crimson Crystal Tear,40002AFA,None
Crimson Crystal Tear,40002AFB,None
Crimson Hood,100B4AA0,None
Crimson Seed Talisman +1,20001BE4,None
Crimson Seed Talisman,20001388,None
Crimson Tear Scarab,101D24F0,None
Crimson-Sapping Cracked Tear,401EAF8C,None
Crimsonburst Crystal Tear,40002B01,None
Crimsonburst Dried Tear,401EAF82,None
Crimsonspill Crystal Tear,40002AF8,None
Crimsonwhorl Bubbletear,40002B0C,None
Cross Map,401EA3C7,None
Cross-Naginata,00F5D1B0,Smithing
Crossed-Tree Towershield,01EB5540,Smithing
Crucible Axe Armor (Altered),1008BAC4,None
Crucible Axe Armor,1008B2F4,None
Crucible Axe Helm,1008B290,None
Crucible Feather Talisman,20000FE6,None
Crucible Gauntlets,1008B358,None
Crucible Greaves,1008B3BC,None
Crucible Hammer-Helm,10510630,None
Crucible Hornshield,01E8BD30,Somber
Crucible Knot Talisman,2000100E,None
Crucible Scale Talisman,20000FDC,None
Crucible Tree Armor (Altered),1008BEAC,None
Crucible Tree Armor,1008B6DC,None
Crucible Tree Helm,1008B678,None
Crusade Insignia,20001F72,None
Crystal Barrage,40000FDC,None
Crystal Bud,4000510E,None
Crystal Burst,40000FFA,None
Crystal Cave Moss,4000516A,None
Crystal Dart,400006CC,None
Crystal Knife,100590,Smithing
Crystal Release,4000119E,None
Crystal Spear,00F47220,Somber
Crystal Staff,01F82680,Somber
Crystal Sword,0020CE70,Somber
Crystal Torrent,400011A8,None
Crystalian Ashes +1,40032C81,None
Crystalian Ashes +10,40032C8A,None
Crystalian Ashes +2,40032C82,None
Crystalian Ashes +3,40032C83,None
Crystalian Ashes +4,40032C84,None
Crystalian Ashes +5,40032C85,None
Crystalian Ashes +6,40032C86,None
Crystalian Ashes +7,40032C87,None
Crystalian Ashes +8,40032C88,None
Crystalian Ashes +9,40032C89,None
Crystalian Ashes,40032C80,None
Cuckoo Glintstone,40000BD6,None
Cuckoo Greatshield,01EC1890,Smithing
Cuckoo Knight Armor (Altered),101B2D6C,None
Cuckoo Knight Armor,101B2984,None
Cuckoo Knight Gauntlets,101B29E8,None
Cuckoo Knight Greaves,101B2A4C,None
Cuckoo Knight Helm,101B2920,None
Cuckoo Surcoat,101A1814,None
Cure Poison,40001928,None
Curseblade Mask,104F7F90,None
Curseblade Meera,402191C0,None
Curseblade's Cirque,03D87F40,Somber
Cursed-Blood Pot,40000276,None
Cursemark of Death,40001FFF,None
Curved Club,00A84DF0,Smithing
Curved Great Club,00B85380,Smithing
Curved Sword Talisman,20000898,None
D's Bell Bearing,400022D3,None
Daedicar's Woe,200017AC,None
Dagger Talisman,2000082A,None
Dagger,000F4240,Smithing
Dancer's Bracer,104D8488,None
Dancer's Castanets,40001FE8,None
Dancer's Dress (Altered),104D880C,None
Dancer's Dress,104D8424,None
Dancer's Hood,104D83C0,None
Dancer's Trousers,104D84EC,None
Dancing Blade of Ranah,0072BF00,Somber
Dane's Footwork,039B4F30,Smithing
Dane's Hat,102DC6C0,None
Dappled Cured Meat,40000474,None
Dappled White Cured Meat,4000053C,None
Dark Moon Greatsword,002F2650,Somber
Dark Moon Ring,40001FB9,None
Darkness,40001982,None
Deadly Poison Perfume Bottle,03AB06A0,Somber
Death Knight Armor,104F58E4,None
Death Knight Gauntlets,104F5948,None
Death Knight Greaves,104F59AC,None
Death Knight Helm,104F5880,None
Death Knight's Longhaft Axe,00EC82E0,Somber
Death Knight's Twin Axes,00DD67B0,Somber
Death Lightning,400013B0,None
Death Mask Helm,104F1230,None
Death Ritual Spear,00F5F8C0,Somber
Death's Poker,0030D400,Somber
Deathbed Dress,101D7374,None
Deathroot,4000082A,None
Dectus Medallion (Left),40001FA9,None
Dectus Medallion (Right),40001FAA,None
Deep-Purple Lily,401ED2AE,None
Deflecting Hardtear,401EAFBE,None
Demi-Human Ashes +1,40039211,None
Demi-Human Ashes +10,4003921A,None
Demi-Human Ashes +2,40039212,None
Demi-Human Ashes +3,40039213,None
Demi-Human Ashes +4,40039214,None
Demi-Human Ashes +5,40039215,None
Demi-Human Ashes +6,40039216,None
Demi-Human Ashes +7,40039217,None
Demi-Human Ashes +8,40039218,None
Demi-Human Ashes +9,40039219,None
Demi-Human Ashes,40039210,None
Demi-Human Queen's Staff,01F874A0,Smithing
Demi-Human Swordsman Yosh,4021A930,None
Depraved Perfumer Carmaan +1,40034BC1,None
Depraved Perfumer Carmaan +10,40034BCA,None
Depraved Perfumer Carmaan +2,40034BC2,None
Depraved Perfumer Carmaan +3,40034BC3,None
Depraved Perfumer Carmaan +4,40034BC4,None
Depraved Perfumer Carmaan +5,40034BC5,None
Depraved Perfumer Carmaan +6,40034BC6,None
Depraved Perfumer Carmaan +7,40034BC7,None
Depraved Perfumer Carmaan +8,40034BC8,None
Depraved Perfumer Carmaan +9,40034BC9,None
Depraved Perfumer Carmaan,40034BC0,None
Depraved Perfumer Gloves,10083E28,None
Depraved Perfumer Headscarf,10083D60,None
Depraved Perfumer Robe (Altered),100841AC,None
Depraved Perfumer Robe,10083DC4,None
Depraved Perfumer Trousers,10083E8C,None
Devonia's Hammer,016694E0,Somber
Devourer's Scepter,00BA2840,Somber
Dewgem,401ED2A5,None
Dewkissed Herba,400050E6,None
Dexterity-knot Crystal Tear,40002B0E,None
Diallos's Mask,1009EEF8,None
Digger's Staff,01F95F00,Smithing
Dirty Chainmail,10102D04,None
Discarded Palace Key,40002007,None
Discus of Light,40001A2C,None
Dismounter,007A6020,Smithing
Distinguished Greatshield,01E89620,Smithing
Divine Beast Head,1050B810,None
Divine Beast Helm,105023A0,None
Divine Beast Tornado,401EA2B2,None
Divine Beast Warrior Armor,10502404,None
Divine Bird Feathers,401EA2BC,None
Divine Bird Helm,10502788,None
Divine Bird Warrior Armor,105027EC,None
Divine Bird Warrior Gauntlets,10502850,None
Divine Bird Warrior Greaves,105028B4,None
Divine Bird Warrior Ornis,4021C488,None
Divine Fortification,40001950,None
Dolores the Sleeping Arrow Puppet +1,4003FF71,None
Dolores the Sleeping Arrow Puppet +10,4003FF7A,None
Dolores the Sleeping Arrow Puppet +2,4003FF72,None
Dolores the Sleeping Arrow Puppet +3,4003FF73,None
Dolores the Sleeping Arrow Puppet +4,4003FF74,None
Dolores the Sleeping Arrow Puppet +5,4003FF75,None
Dolores the Sleeping Arrow Puppet +6,4003FF76,None
Dolores the Sleeping Arrow Puppet +7,4003FF77,None
Dolores the Sleeping Arrow Puppet +8,4003FF78,None
Dolores the Sleeping Arrow Puppet +9,4003FF79,None
Dolores the Sleeping Arrow Puppet,4003FF70,None
Domain of Dragons Painting,401EA48A,None
Dragon Communion Flesh,401E88CC,None
Dragon Communion Grease,401E8A48,None
Dragon Communion Harpoon,401E8B2E,None
Dragon Communion Seal,2080500,Somber
Dragon Cult Prayerbook,400022A0,None
Dragon Greatclaw,015FDE20,Somber
Dragon Halberd,0114CB60,Somber
Dragon Heart,4000274C,None
Dragon King's Cragblade,005C29C0,Somber
Dragon Towershield,01E84800,Smithing
Dragon's Calorbloom,401ED2B7,None
Dragon-Hunter's Great Katana,03F6DCB0,Somber
Dragonbolt Blessing,40001B3B,None
Dragonbolt Grease,401E8A02,None
Dragonbolt of Florissax,401E9F7E,None
Dragonclaw Shield,01E8E440,Somber
Dragonclaw,40001B94,None
Dragoncrest Greatshield Talisman,20000FA3,None
Dragoncrest Shield Talisman +1,20000FA1,None
Dragoncrest Shield Talisman +2,20000FA2,None
Dragoncrest Shield Talisman,20000FA0,None
Dragonfire,40001B58,None
Dragonice,40001B6C,None
Dragonmaw,40001BA8,None
Dragonscale Blade,008A65B0,Somber
Dragonscale Flesh,401E88D1,None
Dragonwound Grease,400005C8,None
Drake Knight Armor (Altered),1000EEAC,None
Drake Knight Armor,1000EAC4,None
Drake Knight Gauntlets,1000EB28,None
Drake Knight Greaves,1000EB8C,None
Drake Knight Helm (Altered),1000EE48,None
Drake Knight Helm,1000EA60,None
Drawing-Room Key,40001FC6,None
Drawstring Blood Grease,40000604,None
Drawstring Dragonbolt Grease,401E8A66,None
Drawstring Eternal Sleep Grease,401E8A8E,None
Drawstring Fire Grease,400005DC,None
Drawstring Golden Grease,401E8A7A,None
Drawstring Holy Grease,400005FA,None
Drawstring Lightning Grease,400005E6,None
Drawstring Magic Grease,400005F0,None
Drawstring Messmerfire Grease,401E8A5C,None
Drawstring Poison Grease,40000618,None
Drawstring Rot Grease,40000636,None
Drawstring Royal Magic Grease,401E8A70,None
Drawstring Soporific Grease,4000060E,None
Dried Bouquet,20001FA4,None
Dryleaf Arm Wraps,102DC788,None
Dryleaf Arts,039B2820,Smithing
Dryleaf Cuissardes,102DC7EC,None
Dryleaf Robe (Altered),102DCB0C,None
Dryleaf Robe,102DC724,None
Dryleaf Seal,020E6DA0,Smithing
Dueling Shield,03B9ACA0,Smithing
Duelist Greataxe,015F9000,Smithing
Duelist Greaves,1004BC1C,None
Duelist Helm,1004BAF0,None
Duelist's Furled Finger,40000065,None
Duelist's Furled Finger,400000AB,None
Dung Eater Puppet +1,4003F7A1,None
Dung Eater Puppet +10,4003F7AA,None
Dung Eater Puppet +2,4003F7A2,None
Dung Eater Puppet +3,4003F7A3,None
Dung Eater Puppet +4,4003F7A4,None
Dung Eater Puppet +5,4003F7A5,None
Dung Eater Puppet +6,4003F7A6,None
Dung Eater Puppet +7,4003F7A7,None
Dung Eater Puppet +8,4003F7A8,None
Dung Eater Puppet +9,4003F7A9,None
Dung Eater Puppet,4003F7A0,None
Dwelling Arrow,02FC7720,None
Eccentric's Armor,100E5844,None
Eccentric's Breeches,100E590C,None
Eccentric's Hood (Altered),100E5BC8,None
Eccentric's Hood,100E57E0,None
Eccentric's Manchettes,100E58A8,None
Eclipse Crest Greatshield,01EBF180,Smithing
Eclipse Crest Heater Shield,01DDC0B0,Smithing
Eclipse Shotel,006C5660,Somber
Ekzykes's Decay,40001B77,None
Elden Lord Armor (Altered),1007092C,None
Elden Lord Armor,10070544,None
Elden Lord Bracers,100705A8,None
Elden Lord Crown,100704E0,None
Elden Lord Greaves,1007060C,None
Elden Remembrance,40000B93,None
Elden Stars,40001A40,None
Electrify Armament,40001B30,None
Electrocharge,401E9F88,None
Eleonora's Poleblade,009959D0,Somber
Ember of Messmer,401ED2BE,None
Empyrean-Blood Burgeon,401ED2B9,None
Enraged Divine Beast,20001FF4,None
Envoy Crown,100C8320,None
Envoy's Greathorn,015F68F0,Somber
Envoy's Horn,00A95F60,Somber
Envoy's Long Horn,00B98C00,Somber
Erdleaf Flower,400050C8,None
Erdsteel Dagger,00118C30,Smithing
Erdtree Bow,2721170,Somber
Erdtree Codex,4000229D,None
Erdtree Greatbow,028153B0,Somber
Erdtree Greatshield,01E98080,Somber
Erdtree Heal,40001918,None
Erdtree Prayerbook,4000229C,None
Erdtree Seal,0207DDF0,Somber
Erdtree Surcoat,101A3F24,None
Erdtree's Favor +1,20000411,None
Erdtree's Favor +2,20000412,None
Erdtree's Favor,20000410,None
Errant Sorcerer Boots,100F1C5C,None
Errant Sorcerer Manchettes,100F1BF8,None
Errant Sorcerer Robe (Altered),100F1F7C,None
Errant Sorcerer Robe,100F1B94,None
Estoc,004C4B40,Smithing
Eternal Darkness,4000122A,None
Eternal Sleep Grease,401E8A2A,None
Eternal Sleep Pot,401E8764,None
Euporia,00A037A0,Somber
Exalted Flesh,400004BA,None
Executioner's Greataxe,00E61A40,Smithing
Exile Armor,1002E694,None
Exile Gauntlets,1002E6F8,None
Exile Greaves,1002E75C,None
Exile Hood,1002E630,None
Explosive Bolt,031A5F60,None
Explosive Ghostflame,40001392,None
Explosive Greatbolt,3290560,None
Explosive Stone Clump,40000727,None
Explosive Stone,40000726,None
Eye of Yelough,40005104,None
Eye Surcoat,1010CD2C,None
Faded Erdleaf Flower,400050B4,None
Faith-knot Crystal Tear,40002B10,None
Faithful's Canvas Talisman,20000BE0,None
Falchion,006ACFC0,Smithing
Fallingstar Beast Jaw,01602C40,Somber
Falx,007297F0,Somber
Family Heads,00C6AB60,Somber
Fan Daggers,400006D6,None
Fang Helm,104C9D48,None
Fanged Imp Ashes +1,400318F9,None
Fanged Imp Ashes +10,40031902,None
Fanged Imp Ashes +2,400318FA,None
Fanged Imp Ashes +3,400318FB,None
Fanged Imp Ashes +4,400318FC,None
Fanged Imp Ashes +5,400318FD,None
Fanged Imp Ashes +6,400318FE,None
Fanged Imp Ashes +7,400318FF,None
Fanged Imp Ashes +8,40031900,None
Fanged Imp Ashes +9,40031901,None
Fanged Imp Ashes,400318F8,None
Fell Omen Cloak,101005F4,None
Festering Bloody Finger,4000006F,None
Festering Bloody Finger,400000B7,None
Festive Garb (Altered),100C394C,None
Festive Garb,100C3564,None
Festive Grease,401E8AC0,None
Festive Hood (Altered),100C38E8,None
Festive Hood,100C3500,None
Fetid Pot,4000014A,None
Fia's Hood,101D9A20,None
Fia's Mist,4000139C,None
Fia's Robe (Altered),101D9E6C,None
Fia's Robe,101D9A84,None
Fine Crucible Feather Talisman,20001F4A,None
Finger Maiden Fillet,100DC370,None
Finger Maiden Robe (Altered),100DC7BC,None
Finger Maiden Robe,100DC3D4,None
Finger Maiden Shoes,100DC49C,None
Finger Maiden Therolina Puppet +1,4003FB89,None
Finger Maiden Therolina Puppet +10,4003FB92,None
Finger Maiden Therolina Puppet +2,4003FB8A,None
Finger Maiden Therolina Puppet +3,4003FB8B,None
Finger Maiden Therolina Puppet +4,4003FB8C,None
Finger Maiden Therolina Puppet +5,4003FB8D,None
Finger Maiden Therolina Puppet +6,4003FB8E,None
Finger Maiden Therolina Puppet +7,4003FB8F,None
Finger Maiden Therolina Puppet +8,4003FB90,None
Finger Maiden Therolina Puppet +9,4003FB91,None
Finger Maiden Therolina Puppet,4003FB88,None
Finger Mimic,401ED2B8,None
Finger Robe,104D3DD4,None
Finger Seal,0206CC80,Smithing
Finger Severer,40000067,None
Finger-Weaver's Cookbook [1],401EA8FE,None
Finger-Weaver's Cookbook [2],401EA8DC,None
Fingercreeper Ashes,4021D428,None
Fingerprint Armor (Altered),100E833C,None
Fingerprint Armor,100E7F54,None
Fingerprint Gauntlets,100E7FB8,None
Fingerprint Grape,40001FBE,None
Fingerprint Greaves,100E801C,None
Fingerprint Helm,100E7EF0,None
Fingerprint Nostrum,401E88D6,None
Fingerprint Stone Shield,01EA43D0,Smithing
Fingerslayer Blade,40001FDF,None
Fire Arrow,02FB1790,None
Fire Blossom,400050CA,None
Fire Coil,401E90EC,None
Fire Grease,40000578,None
Fire Knight Armor (Altered),104F0EAC,None
Fire Knight Armor,104F0AC4,None
Fire Knight Gauntlets,104F0B28,None
Fire Knight Greaves,104F0B8C,None
Fire Knight Helm,104F0A60,None
Fire Knight Hilde,40219D78,None
Fire Knight Queelign,4021D810,None
Fire Knight's Cookbook [1],401EA8EF,None
Fire Knight's Cookbook [2],401EA8FC,None
Fire Knight's Greatsword,0044F840,Smithing
Fire Knight's Seal,020E94B0,Smithing
Fire Knight's Shortsword,00170A70,Smithing
Fire Monk Armor,10055794,None
Fire Monk Ashes +1,400376B9,None
Fire Monk Ashes +10,400376C2,None
Fire Monk Ashes +2,400376BA,None
Fire Monk Ashes +3,400376BB,None
Fire Monk Ashes +4,400376BC,None
Fire Monk Ashes +5,400376BD,None
Fire Monk Ashes +6,400376BE,None
Fire Monk Ashes +7,400376BF,None
Fire Monk Ashes +8,400376C0,None
Fire Monk Ashes +9,400376C1,None
Fire Monk Ashes,400376B8,None
Fire Monk Gauntlets,100557F8,None
Fire Monk Greaves,1005585C,None
Fire Monk Hood,10055730,None
Fire Monks' Prayerbook,40002297,None
Fire Pot,4000012C,None
Fire Prelate Armor (Altered),1005828C,None
Fire Prelate Armor,10057EA4,None
Fire Prelate Gauntlets,10057F08,None
Fire Prelate Greaves,10057F6C,None
Fire Prelate Helm,10057E40,None
Fire Scorpion Charm,200007E4,None
Fire Serpent,401EA2F8,None
Fire Spritestone,401E90F6,None
Fire's Deadly Sin,40001EDC,None
Firebone Arrow (Fletched),02FCEC50,None
Firebone Arrow,02FD1360,None
Firebone Bolt,031AFBA0,None
Fireproof Dried Liver,40000488,None
Fireproof Pickled Liver,401E88EA,None
Firespark Perfume Bottle,03AA6A60,Smithing
Flail,00C68450,Smithing
Flamberge,002E8A10,Smithing
Flame Crest Wooden Shield,01DCFD60,Smithing
Flame Fortification,40001932,None
Flame of the Fell God,400017DE,None
Flame Sling,4000177A,None
Flame, Cleanse Me,40001798,None
Flame, Fall Upon Them,40001784,None
Flame, Grant Me Strength,400017A2,None
Flame, Protect Me,400017AC,None
Flame-Shrouding Cracked Tear,40002B14,None
Flamedrake Talisman +1,20000FB5,None
Flamedrake Talisman +2,20000FB6,None
Flamedrake Talisman +3,20001BBC,None
Flamedrake Talisman,20000FB4,None
Flaming Bolt,031C5B30,None
Flask of Wondrous Physick,400000FA,None
Flask of Wondrous Physick,400000FB,None
Fleeting Microcosm,401EA172,None
Flight Pinion,40003AD4,None
Flightless Bird Painting,4000200D,None
Flock's Canvas Talisman,20000BEA,None
Flowerstone Gavel,00AF79E0,Somber
Flowing Curved Sword,006BBA20,Smithing
Fly Mold,401EBF40,None
Foot Soldier Cap,101BEC70,None
Foot Soldier Gauntlets,101BED38,None
Foot Soldier Greaves,101BED9C,None
Foot Soldier Helm,101C61A0,None
Foot Soldier Helmet,101C1380,None
Foot Soldier Tabard,101C13E4,None
Forager Brood Cookbook [1],401EA8D6,None
Forager Brood Cookbook [2],401EA8D7,None
Forager Brood Cookbook [3],401EA8D8,None
Forager Brood Cookbook [4],401EA8D9,None
Forager Brood Cookbook [5],401EA8DA,None
Forager Brood Cookbook [6],401EA8D5,None
Forager Brood Cookbook [7],401EA8F5,None
Forked Greatsword,002DEDD0,Smithing
Forked Hatchet,00D5C690,Smithing
Forked-Tongue Hatchet,00DDDCE0,Smithing
Formic Rock,40005174,None
Fortissax's Lightning Spear,40001B1D,None
Founding Rain of Stars,40001072,None
Four-Toed Fowl Foot,40003AE8,None
Freezing Grease,400005BE,None
Freezing Mist,40001144,None
Freezing Pot,40000168,None
Frenzied Burst,40001C98,None
Frenzied Flame Pot,401E8746,None
Frenzied Flame Seal,02082C10,Somber
Frenzyflame Perfume Bottle,03AAB880,Smithing
Frenzyflame Stone,40000CEF,None
Freyja's Armor (Altered),104E244C,None
Freyja's Armor,104E2064,None
Freyja's Gauntlets,104E20C8,None
Freyja's Greatsword,0081DA30,Smithing
Freyja's Greaves,104E212C,None
Freyja's Helm,104E2000,None
Frozen Armament,4000118A,None
Frozen Lightning Spear,40001B09,None
Frozen Maggot,401ED2AD,None
Frozen Needle,004D0E90,Somber
Frozen Raisin,4000032C,None
Fulgurbloom,400050AC,None
Full Moon Crossbow,02910B20,Somber
Fur Leggings,1004950C,None
Fur Raiment,10049444,None
Furious Blade of Ansbach,401E9D1C,None
Furlcalling Finger Remedy,40000096,None
Furlcalling Finger Remedy,400000B6,None
Furled Finger's Trick-Mirror,200017C0,None
Furnace Keeper's Note,401EA3D9,None
Furnace Visage,401ED2C3,None
Gaius's Armor,102DEE34,None
Gaius's Gauntlets,102DEE98,None
Gaius's Greaves,102DEEFC,None
Gaius's Helm,102DEDD0,None
Gaol Lower Level Key,401EA3C6,None
Gaol Upper Level Key,401EA3C5,None
Gargoyle's Black Axe,00E704A0,Somber
Gargoyle's Black Blades,0099F610,Somber
Gargoyle's Black Halberd,1151980,Somber
Gargoyle's Blackblade,0030FB10,Somber
Gargoyle's Great Axe,00E6DD90,Smithing
Gargoyle's Greatsword,0030ACF0,Smithing
Gargoyle's Halberd,0114F270,Smithing
Gargoyle's Twinblade,0099CF00,Smithing
Gas Stone,401ED2B4,None
Gauntlets of Night,104DAB98,None
Gauntlets of Solitude,104E47D8,None
Gavel of Haima,40001018,None
Gazing Finger,0166E300,Somber
Gelmir Glintstone Staff,01F84D90,Smithing
Gelmir Knight Armor (Altered),101ADF4C,None
Gelmir Knight Armor,101ADB64,None
Gelmir Knight Gauntlets,101ADBC8,None
Gelmir Knight Greaves,101ADC2C,None
Gelmir Knight Helm,101ADB00,None
Gelmir's Fury,400012CA,None
Ghiza's Wheel,01607A60,Somber
Ghost Glovewort [1],40002A9E,None
Ghost Glovewort [2],40002A9F,None
Ghost Glovewort [3],40002AA0,None
Ghost Glovewort [4],40002AA1,None
Ghost Glovewort [5],40002AA2,None
Ghost Glovewort [6],40002AA3,None
Ghost Glovewort [7],40002AA4,None
Ghost Glovewort [8],40002AA5,None
Ghost Glovewort [9],40002AA6,None
Ghost-Glovewort Picker's Bell Bearing [1],40002303,None
Ghost-Glovewort Picker's Bell Bearing [2],40002304,None
Ghost-Glovewort Picker's Bell Bearing [3],40002305,None
Ghostflame Bloom,401ED2B5,None
Ghostflame Breath,401E9FEC,None
Ghostflame Torch,016EF950,Smithing
Giant Golden Arc,401EA29E,None
Giant Rat Ashes +1,40038E29,None
Giant Rat Ashes +10,40038E32,None
Giant Rat Ashes +2,40038E2A,None
Giant Rat Ashes +3,40038E2B,None
Giant Rat Ashes +4,40038E2C,None
Giant Rat Ashes +5,40038E2D,None
Giant Rat Ashes +6,40038E2E,None
Giant Rat Ashes +7,40038E2F,None
Giant Rat Ashes +8,40038E30,None
Giant Rat Ashes +9,40038E31,None
Giant Rat Ashes,40038E28,None
Giant's Prayerbook,40002298,None
Giant's Red Braid,1321760,Somber
Giant's Seal,02071AA0,Smithing
Giant-Crusher,0160A170,Smithing
Giantsflame Fire Pot,4000012E,None
Giantsflame Take Thee,400017D4,None
Gilded Foot Soldier Cap,101C3A90,None
Gilded Greatshield,01EC66B0,Smithing
Gilded Iron Shield,01CBBF50,Smithing
Glaive,1140810,Smithing
Glass Shard,40002710,None
Glintblade Phalanx,400010CC,None
Glintblade Trio,401E9556,None
Glinting Nail,401E9100,None
Glintslab Firefly,401ED2A7,None
Glintstone Arc,40000FE6,None
Glintstone Breath,40001B80,None
Glintstone Cometshard,40000FB4,None
Glintstone Firefly,4000514C,None
Glintstone Icecrag,40001130,None
Glintstone Kris,001053B0,Somber
Glintstone Nail,401E9614,None
Glintstone Nails,401E961E,None
Glintstone Pebble,40000FA0,None
Glintstone Scarab,101D05B0,None
Glintstone Scrap,40000BEA,None
Glintstone Sorcerer Ashes +1,40035391,None
Glintstone Sorcerer Ashes +10,4003539A,None
Glintstone Sorcerer Ashes +2,40035392,None
Glintstone Sorcerer Ashes +3,40035393,None
Glintstone Sorcerer Ashes +4,40035394,None
Glintstone Sorcerer Ashes +5,40035395,None
Glintstone Sorcerer Ashes +6,40035396,None
Glintstone Sorcerer Ashes +7,40035397,None
Glintstone Sorcerer Ashes +8,40035398,None
Glintstone Sorcerer Ashes +9,40035399,None
Glintstone Sorcerer Ashes,40035390,None
Glintstone Staff,01F78A40,Smithing
Glintstone Stars,40000FC8,None
Glintstone Whetblade,4000230D,None
Gloried Attire,104F31D4,None
Glovewort Crystal Tear,401EAFB4,None
Glovewort Picker's Bell Bearing [1],40002300,None
Glovewort Picker's Bell Bearing [2],40002301,None
Glovewort Picker's Bell Bearing [3],40002302,None
Glowstone,400007EE,None
Godfrey Icon,20000C12,None
Godrick Knight Armor (Altered),101B065C,None
Godrick Knight Armor,101B0274,None
Godrick Knight Gauntlets,101B02D8,None
Godrick Knight Greaves,101B033C,None
Godrick Knight Helm,101B0210,None
Godrick Soldier Ashes +1,4003D091,None
Godrick Soldier Ashes +10,4003D09A,None
Godrick Soldier Ashes +2,4003D092,None
Godrick Soldier Ashes +3,4003D093,None
Godrick Soldier Ashes +4,4003D094,None
Godrick Soldier Ashes +5,4003D095,None
Godrick Soldier Ashes +6,4003D096,None
Godrick Soldier Ashes +7,4003D097,None
Godrick Soldier Ashes +8,4003D098,None
Godrick Soldier Ashes +9,4003D099,None
Godrick Soldier Ashes,4003D090,None
Godrick Soldier Gauntlets,1019F168,None
Godrick Soldier Greaves,1019F1CC,None
Godrick Soldier Helm,1019F0A0,None
Godrick's Great Rune Restored,400000BF,None
Godrick's Great Rune Unrestored,40001FD4,None
Godskin Apostle Bracelets,1007F008,None
Godskin Apostle Hood,1007EF40,None
Godskin Apostle Robe,1007EFA4,None
Godskin Apostle Trousers,1007F06C,None
Godskin Noble Bracelets,10081718,None
Godskin Noble Hood,10081650,None
Godskin Noble Robe,100816B4,None
Godskin Noble Trousers,1008177C,None
Godskin Peeler,0098BD90,Smithing
Godskin Prayerbook,40002299,None
Godskin Stitcher,005BB490,Smithing
Godskin Swaddling Cloth,200013B0,None
Godslayer's Greatsword,003E1A70,Somber
Godslayer's Seal,0206F390,Smithing
Gold Bracelets,100FDF48,None
Gold Firefly,4000514B,None
Gold Scarab,20000456,None
Gold Sewing Needle,40001FE2,None
Gold Waistwrap,100FDFAC,None
Gold-Pickled Fowl Foot,400004B0,None
Gold-Tinged Excrement,4000515E,None
Golden Arcs,401EA294,None
Golden Arrow,02FC5010,None
Golden Beast Crest Shield,01E9A790,Smithing
Golden Bolt,031A8670,None
Golden Braid,20001BD0,None
Golden Centipede,40005154,None
Golden Epitaph,001F95F0,Somber
Golden Grease,401E8A16,None
Golden Great Arrow,030A80E0,None
Golden Greatshield,01EC3FA0,Smithing
Golden Halberd,0113E100,Somber
Golden Horn Tender,401E894E,None
Golden Lightning Fortification,40001EDF,None
Golden Lion Shield,01E11C10,Somber
Golden Order Flail,00CE2570,Somber
Golden Order Greatsword,00305ED0,Somber
Golden Order Principia,4000229E,None
Golden Order Principles,4000229F,None
Golden Order Seal,0207B6E0,Somber
Golden Rowa,400050F1,None
Golden Rune [10],40000B5D,None
Golden Rune [11],40000B5E,None
Golden Rune [12],40000B5F,None
Golden Rune [13],40000B60,None
Golden Rune [1],40000B54,None
Golden Rune [2],40000B55,None
Golden Rune [3],40000B56,None
Golden Rune [4],40000B57,None
Golden Rune [5],40000B58,None
Golden Rune [6],40000B59,None
Golden Rune [7],40000B5A,None
Golden Rune [8],40000B5B,None
Golden Rune [9],40000B5C,None
Golden Seed,4000271A,None
Golden Sunflower,400050CB,None
Golden Tailoring Tools,40001FFC,None
Golden Vow Incantation,400019C8,None
Golden Vow Consumable,401E90E2,None
Goldmask's Rags,100FDEE4,None
Golem Fist,0148ACA0,Smithing
Golem Greatbow,2810590,Somber
Golem's Great Arrow,030A59D0,None
Golem's Halberd,0160C880,Smithing
Golem's Magic Arrow,030AA7F0,None
Gostoc's Bell Bearing,400022D6,None
Gourmet Scorpion Stew,401E8931,None
Gourmet Scorpion Stew,401E8933,None
Gowry's Bell Bearing,400022F0,None
Grace Mimic,40000802,None
Grafted Blade Greatsword,003E8FA0,Somber
Grafted Dragon,014159A0,Somber
Grass Hair Ornament,100E09C0,None
Grave Cricket,401ED2B6,None
Grave Glovewort [1],40002A94,None
Grave Glovewort [2],40002A95,None
Grave Glovewort [3],40002A96,None
Grave Glovewort [4],40002A97,None
Grave Glovewort [5],40002A98,None
Grave Glovewort [6],40002A99,None
Grave Glovewort [7],40002A9A,None
Grave Glovewort [8],40002A9B,None
Grave Glovewort [9],40002A9C,None
Grave Keeper's Brainpan,401ED2B2,None
Grave Keeper's Cookbook [1],401EA900,None
Grave Keeper's Cookbook [2],401EA8F7,None
Grave Scythe,012211D0,Smithing
Grave Violet,400050AE,None
Gravebird Anklets,104FCEDC,None
Gravebird Armor,104FD1FC,None
Gravebird Ashes,40219990,None
Gravebird Bracelets,104FCE78,None
Gravebird Helm,104FCDB0,None
Gravebird's Blackquill Armor,104FCE14,None
Gravekeeper Cloak (Altered),1004BF3C,None
Gravekeeper Cloak,1004BB54,None
Gravel Stone Seal,020741B0,Smithing
Gravel Stone,40005177,None
Graven-Mass Talisman,20000BB9,None
Graven-School Talisman,20000BB8,None
Gravitational Missile,401E96E6,None
Gravity Stone Chunk,40000BFE,None
